make,model,sellingprice,price_category
Hyundai,Veloster,22400,Affordable
Hyundai,"Genesis Coupe",29400,Affordable
Hyundai,"Sonata Hybrid",27000,Affordable
Hyundai,Sonata,9000,Affordable
Hyundai,Accent,6700,Affordable
Hyundai,Veloster,22600,Affordable
Hyundai,Tucson,18300,Affordable
Hyundai,Sonata,21000,Affordable
Hyundai,"Sonata Hybrid",28200,Affordable
Hyundai,Tucson,19900,Affordable
Hyundai,Veloster,16000,Affordable
Hyundai,Elantra,13200,Affordable
Hyundai,"Santa Fe Sport",19900,Affordable
Hyundai,Sonata,3500,Affordable
Hyundai,"Sonata Hybrid",27200,Affordable
Hyundai,Sonata,16000,Affordable
Hyundai,Sonata,20900,Affordable
Hyundai,"Santa Fe Sport",19800,Affordable
Hyundai,Tucson,18500,Affordable
Hyundai,"Genesis Coupe",29200,Affordable
Hyundai,Equus,55000,Average
Hyundai,Sonata,9700,Affordable
Hyundai,"Santa Fe Sport",16000,Affordable
Hyundai,Sonata,15000,Affordable
Hyundai,Elantra,12900,Affordable
Hyundai,Sonata,20200,Affordable
Hyundai,Veloster,22400,Affordable
Hyundai,"Santa Fe Sport",12200,Affordable
Hyundai,Sonata,20200,Affordable
Hyundai,Sonata,20400,Affordable
Hyundai,"Sonata Hybrid",27800,Affordable
Hyundai,"Sonata Hybrid",27400,Affordable
Hyundai,Elantra,12000,Affordable
Hyundai,"Santa Fe Sport",19500,Affordable
Hyundai,Tucson,18300,Affordable
Hyundai,Sonata,20200,Affordable
Hyundai,"Sonata Hybrid",27800,Affordable
Hyundai,Veloster,22200,Affordable
Hyundai,"Santa Fe Sport",23000,Affordable
Hyundai,Sonata,14500,Affordable
Hyundai,"Santa Fe Sport",19300,Affordable
Hyundai,Elantra,13800,Affordable
Hyundai,"Santa Fe Sport",21500,Affordable
Hyundai,Elantra,10400,Affordable
Hyundai,Veloster,19000,Affordable
Hyundai,Sonata,20500,Affordable
Hyundai,Sonata,20200,Affordable
Hyundai,Sonata,20200,Affordable
Hyundai,Sonata,20200,Affordable
Hyundai,Sonata,20300,Affordable
Hyundai,Equus,50000,Average
Hyundai,Tucson,17900,Affordable
Hyundai,"Santa Fe Sport",19800,Affordable
Hyundai,"Sonata Hybrid",28000,Affordable
Hyundai,Tucson,17700,Affordable
Hyundai,Veloster,22400,Affordable
Hyundai,Veloster,21600,Affordable
Hyundai,Veloster,22200,Affordable
Hyundai,Veloster,22200,Affordable
Hyundai,Veloster,22600,Affordable
Hyundai,Sonata,6600,Affordable
Hyundai,Veloster,22200,Affordable
Hyundai,Sonata,11500,Affordable
Hyundai,Elantra,10400,Affordable
Hyundai,Veloster,22200,Affordable
Hyundai,Genesis,40000,Average
Hyundai,"Santa Fe Sport",19600,Affordable
Hyundai,Elantra,13200,Affordable
Hyundai,Elantra,4300,Affordable
Hyundai,Genesis,32800,Affordable
Hyundai,Sonata,11100,Affordable
Hyundai,Elantra,12500,Affordable
Hyundai,Elantra,8000,Affordable
Hyundai,Sonata,14500,Affordable
Hyundai,Tucson,20100,Affordable
Hyundai,Veloster,20500,Affordable
Hyundai,"Santa Fe Sport",14300,Affordable
Hyundai,Elantra,13100,Affordable
Hyundai,Genesis,39300,Affordable
Hyundai,Elantra,12300,Affordable
Hyundai,"Santa Fe Sport",19400,Affordable
Hyundai,Tucson,13400,Affordable
Hyundai,Accent,2000,Affordable
Hyundai,Elantra,12200,Affordable
Hyundai,Elantra,13200,Affordable
Hyundai,Veloster,22400,Affordable
Hyundai,Elantra,10600,Affordable
Hyundai,Tucson,17900,Affordable
Hyundai,Genesis,40800,Average
Hyundai,Elantra,11200,Affordable
Hyundai,Accent,5000,Affordable
Hyundai,Genesis,29500,Affordable
Hyundai,Equus,43600,Average
Hyundai,"Sonata Hybrid",23000,Affordable
Hyundai,Sonata,12200,Affordable
Hyundai,"Santa Fe Sport",20000,Affordable
Hyundai,Sonata,7750,Affordable
Hyundai,Sonata,16200,Affordable
Hyundai,Sonata,14800,Affordable
Hyundai,Genesis,35500,Affordable
Hyundai,Genesis,39000,Affordable
Hyundai,"Sonata Hybrid",26000,Affordable
Hyundai,"Sonata Hybrid",26000,Affordable
Hyundai,Tucson,19800,Affordable
Hyundai,Elantra,12900,Affordable
Hyundai,"Santa Fe Sport",21900,Affordable
Hyundai,Elantra,7800,Affordable
Hyundai,"Santa Fe Sport",18700,Affordable
Hyundai,Sonata,14500,Affordable
Hyundai,Sonata,15800,Affordable
Hyundai,Elantra,12500,Affordable
Hyundai,Sonata,13500,Affordable
Hyundai,Sonata,17000,Affordable
Hyundai,Tucson,18100,Affordable
Hyundai,Genesis,38600,Affordable
Hyundai,Elantra,13500,Affordable
Hyundai,Elantra,12500,Affordable
Hyundai,Accent,6000,Affordable
Hyundai,Sonata,14900,Affordable
Hyundai,Sonata,18000,Affordable
Hyundai,Veloster,14900,Affordable
Hyundai,"Santa Fe",32100,Affordable
Hyundai,Sonata,15400,Affordable
Hyundai,Sonata,17800,Affordable
Hyundai,Accent,11500,Affordable
Hyundai,Tucson,19600,Affordable
Hyundai,Elantra,12700,Affordable
Hyundai,Sonata,15800,Affordable
Hyundai,Elantra,8900,Affordable
Hyundai,Elantra,13300,Affordable
Hyundai,Elantra,13100,Affordable
Hyundai,Accent,7000,Affordable
Hyundai,Accent,10800,Affordable
Hyundai,Tucson,19800,Affordable
Hyundai,Sonata,16500,Affordable
Hyundai,Sonata,12000,Affordable
Hyundai,Elantra,14200,Affordable
Hyundai,Sonata,13500,Affordable
Hyundai,Veloster,19800,Affordable
Hyundai,Sonata,10000,Affordable
Hyundai,Veloster,7000,Affordable
Hyundai,Genesis,39800,Affordable
Hyundai,Sonata,15300,Affordable
Hyundai,Sonata,15300,Affordable
Hyundai,Elantra,12500,Affordable
Hyundai,Elantra,9500,Affordable
Hyundai,Sonata,8500,Affordable
Hyundai,Sonata,17600,Affordable
Hyundai,Sonata,15000,Affordable
Hyundai,Sonata,15100,Affordable
Hyundai,Sonata,14700,Affordable
Hyundai,Sonata,16200,Affordable
Hyundai,Sonata,17200,Affordable
Hyundai,Sonata,9700,Affordable
Hyundai,Elantra,11500,Affordable
Hyundai,Elantra,14800,Affordable
Hyundai,Elantra,13800,Affordable
Hyundai,"Santa Fe",26200,Affordable
Hyundai,Sonata,14300,Affordable
Hyundai,Sonata,10800,Affordable
Hyundai,"Sonata Hybrid",27300,Affordable
Hyundai,Equus,43000,Average
Hyundai,Elantra,8800,Affordable
Hyundai,Genesis,47400,Average
Hyundai,Sonata,16300,Affordable
Hyundai,Elantra,13500,Affordable
Hyundai,Elantra,12700,Affordable
Hyundai,Sonata,24750,Affordable
Hyundai,Genesis,33000,Affordable
Hyundai,Genesis,44800,Average
Hyundai,Sonata,15800,Affordable
Hyundai,Genesis,34800,Affordable
Hyundai,Sonata,8900,Affordable
Hyundai,"Santa Fe Sport",21600,Affordable
Hyundai,Sonata,16100,Affordable
Hyundai,Genesis,38500,Affordable
Hyundai,Elantra,15000,Affordable
Hyundai,Sonata,8100,Affordable
Hyundai,Genesis,46000,Average
Hyundai,Genesis,25400,Affordable
Hyundai,Sonata,12500,Affordable
Hyundai,"Sonata Hybrid",26600,Affordable
Hyundai,Sonata,16200,Affordable
Hyundai,Sonata,16000,Affordable
Hyundai,Sonata,22200,Affordable
Hyundai,Sonata,8600,Affordable
Hyundai,Sonata,16400,Affordable
Hyundai,Elantra,13000,Affordable
Hyundai,Elantra,7900,Affordable
Hyundai,"Sonata Hybrid",27900,Affordable
Hyundai,Genesis,38100,Affordable
Hyundai,Elantra,13100,Affordable
Hyundai,"Sonata Hybrid",28000,Affordable
Hyundai,Elantra,8000,Affordable
Hyundai,Elantra,7900,Affordable
Hyundai,Sonata,9500,Affordable
Hyundai,Veloster,14800,Affordable
Hyundai,Genesis,33000,Affordable
Hyundai,Genesis,32200,Affordable
Hyundai,Sonata,9200,Affordable
Hyundai,Elantra,14800,Affordable
Hyundai,Sonata,12000,Affordable
Hyundai,Sonata,14500,Affordable
Hyundai,Elantra,10500,Affordable
Hyundai,Sonata,16100,Affordable
Hyundai,Sonata,19400,Affordable
Hyundai,Sonata,19700,Affordable
Hyundai,"Santa Fe Sport",12800,Affordable
Hyundai,Elantra,15400,Affordable
Hyundai,Genesis,35700,Affordable
Hyundai,Elantra,13100,Affordable
Hyundai,Elantra,12800,Affordable
Hyundai,Elantra,13100,Affordable
Hyundai,Veloster,39500,Affordable
Hyundai,Elantra,11800,Affordable
Hyundai,Veloster,14500,Affordable
Hyundai,Tucson,20900,Affordable
Hyundai,Sonata,14000,Affordable
Hyundai,Veloster,15200,Affordable
Hyundai,Sonata,8700,Affordable
Hyundai,Genesis,39000,Affordable
Hyundai,Sonata,18200,Affordable
Hyundai,Sonata,12900,Affordable
Hyundai,Genesis,39300,Affordable
Hyundai,Sonata,10300,Affordable
Hyundai,Elantra,13500,Affordable
Hyundai,Elantra,12900,Affordable
Hyundai,"Santa Fe Sport",20000,Affordable
Hyundai,Elantra,10700,Affordable
Hyundai,Elantra,13000,Affordable
Hyundai,Elantra,6800,Affordable
Hyundai,Sonata,9700,Affordable
Hyundai,Elantra,13000,Affordable
Hyundai,Accent,11900,Affordable
Hyundai,Elantra,8400,Affordable
Hyundai,Sonata,11250,Affordable
Hyundai,Sonata,15600,Affordable
Hyundai,Sonata,15600,Affordable
Hyundai,Elantra,7300,Affordable
Hyundai,Veloster,16300,Affordable
Hyundai,Sonata,15500,Affordable
Hyundai,Genesis,18100,Affordable
Hyundai,Elantra,9500,Affordable
Hyundai,Tucson,19000,Affordable
Hyundai,Elantra,12200,Affordable
Hyundai,Sonata,14600,Affordable
Hyundai,Sonata,6200,Affordable
Hyundai,Elantra,12900,Affordable
Hyundai,Genesis,40000,Average
Hyundai,Sonata,14200,Affordable
Hyundai,Elantra,14000,Affordable
Hyundai,Elantra,7750,Affordable
Hyundai,Genesis,17500,Affordable
Hyundai,Elantra,12400,Affordable
Hyundai,Sonata,13400,Affordable
Hyundai,Elantra,13500,Affordable
Hyundai,Sonata,15000,Affordable
Hyundai,Sonata,16000,Affordable
Hyundai,Sonata,15000,Affordable
Hyundai,Elantra,13300,Affordable
Hyundai,"Sonata Hybrid",28000,Affordable
Hyundai,Elantra,13800,Affordable
Hyundai,Elantra,11300,Affordable
Hyundai,Elantra,14400,Affordable
Hyundai,Sonata,7100,Affordable
Hyundai,Sonata,17200,Affordable
Hyundai,Sonata,17100,Affordable
Hyundai,Sonata,10100,Affordable
Hyundai,Elantra,14000,Affordable
Hyundai,Elantra,10600,Affordable
Hyundai,Elantra,5500,Affordable
Hyundai,Elantra,14500,Affordable
Hyundai,"Sonata Hybrid",27600,Affordable
Hyundai,Elantra,10500,Affordable
Hyundai,Elantra,13200,Affordable
Hyundai,Elantra,9000,Affordable
Hyundai,Sonata,11200,Affordable
Hyundai,Genesis,39000,Affordable
Hyundai,Elantra,7900,Affordable
Hyundai,Sonata,16300,Affordable
Hyundai,Elantra,5800,Affordable
Hyundai,Sonata,15400,Affordable
Hyundai,Sonata,16000,Affordable
Hyundai,Sonata,24000,Affordable
Hyundai,Sonata,15500,Affordable
Hyundai,Elantra,13100,Affordable
Hyundai,Sonata,17500,Affordable
Hyundai,Elantra,12900,Affordable
Hyundai,Genesis,43100,Average
Hyundai,Genesis,39100,Affordable
Hyundai,Elantra,14000,Affordable
Hyundai,Genesis,43100,Average
Hyundai,Elantra,6200,Affordable
Hyundai,Sonata,27000,Affordable
Hyundai,Elantra,12000,Affordable
Hyundai,"Santa Fe Sport",21700,Affordable
Hyundai,Sonata,11200,Affordable
Hyundai,"Sonata Hybrid",28000,Affordable
Hyundai,Tucson,18300,Affordable
Hyundai,Veloster,20700,Affordable
Hyundai,"Sonata Hybrid",28400,Affordable
Hyundai,"Santa Fe Sport",21000,Affordable
Hyundai,"Sonata Hybrid",28800,Affordable
Hyundai,"Santa Fe Sport",21600,Affordable
Hyundai,Genesis,40200,Average
Hyundai,Equus,43000,Average
Hyundai,Elantra,14600,Affordable
Hyundai,Sonata,12800,Affordable
Hyundai,Genesis,41600,Average
Hyundai,Elantra,11400,Affordable
Hyundai,"Sonata Hybrid",27600,Affordable
Hyundai,Sonata,16100,Affordable
Hyundai,Sonata,13500,Affordable
Hyundai,Elantra,12800,Affordable
Hyundai,Tucson,19600,Affordable
Hyundai,Elantra,9200,Affordable
Hyundai,Sonata,26300,Affordable
Hyundai,Elantra,14500,Affordable
Hyundai,Elantra,15000,Affordable
Hyundai,"Sonata Hybrid",27800,Affordable
Hyundai,Elantra,15400,Affordable
Hyundai,Sonata,17300,Affordable
Hyundai,Elantra,13200,Affordable
Hyundai,Elantra,15400,Affordable
Hyundai,Sonata,15800,Affordable
Hyundai,Sonata,2300,Affordable
Hyundai,Sonata,13000,Affordable
Hyundai,Genesis,36250,Affordable
Hyundai,Elantra,14400,Affordable
Hyundai,Sonata,16000,Affordable
Hyundai,Sonata,15500,Affordable
Hyundai,Sonata,5800,Affordable
Hyundai,Sonata,9000,Affordable
Hyundai,Elantra,11800,Affordable
Hyundai,"Sonata Hybrid",27400,Affordable
Hyundai,Veloster,21600,Affordable
Hyundai,Sonata,11700,Affordable
Hyundai,Elantra,8500,Affordable
Hyundai,Sonata,15250,Affordable
Hyundai,Sonata,11700,Affordable
Hyundai,Sonata,17800,Affordable
Hyundai,Sonata,9400,Affordable
Hyundai,Sonata,14500,Affordable
Hyundai,Elantra,13700,Affordable
Hyundai,Sonata,9700,Affordable
Hyundai,Elantra,10100,Affordable
Hyundai,"Sonata Hybrid",28000,Affordable
Hyundai,Veloster,22600,Affordable
Hyundai,"Sonata Hybrid",17900,Affordable
Hyundai,Elantra,8200,Affordable
Hyundai,"Sonata Hybrid",27900,Affordable
Hyundai,Sonata,12700,Affordable
Hyundai,Equus,46200,Average
Hyundai,"Santa Fe Sport",19800,Affordable
Hyundai,Sonata,20200,Affordable
Hyundai,Sonata,17300,Affordable
Hyundai,Genesis,25500,Affordable
Hyundai,Tucson,22000,Affordable
Hyundai,Sonata,12200,Affordable
Hyundai,Sonata,7500,Affordable
Hyundai,Sonata,15700,Affordable
Hyundai,Sonata,6800,Affordable
Hyundai,Elantra,11200,Affordable
Hyundai,Sonata,15700,Affordable
Hyundai,Sonata,9000,Affordable
Hyundai,Sonata,15900,Affordable
Hyundai,Sonata,16200,Affordable
Hyundai,Elantra,12200,Affordable
Hyundai,Elantra,14000,Affordable
Hyundai,Genesis,35250,Affordable
Hyundai,Elantra,7300,Affordable
Hyundai,Elantra,10300,Affordable
Hyundai,Elantra,12000,Affordable
Hyundai,Sonata,15000,Affordable
Hyundai,Sonata,10900,Affordable
Hyundai,Genesis,31200,Affordable
Hyundai,Tucson,18400,Affordable
Hyundai,Genesis,31400,Affordable
Hyundai,Elantra,12400,Affordable
Hyundai,Tucson,18600,Affordable
Hyundai,Genesis,34000,Affordable
Hyundai,Sonata,19100,Affordable
Hyundai,Elantra,12300,Affordable
Hyundai,Elantra,12400,Affordable
Hyundai,Sonata,21000,Affordable
Hyundai,"Sonata Hybrid",27800,Affordable
Hyundai,"Sonata Hybrid",28600,Affordable
Hyundai,Elantra,11800,Affordable
Hyundai,Elantra,10200,Affordable
Hyundai,Genesis,32000,Affordable
Hyundai,Genesis,39250,Affordable
Hyundai,Sonata,12000,Affordable
Hyundai,Sonata,16200,Affordable
Hyundai,Sonata,17000,Affordable
Hyundai,Elantra,13800,Affordable
Hyundai,Sonata,11800,Affordable
Hyundai,Elantra,11700,Affordable
Hyundai,Sonata,10000,Affordable
Hyundai,Sonata,15800,Affordable
Hyundai,Sonata,13300,Affordable
Hyundai,Sonata,10600,Affordable
Hyundai,Genesis,27200,Affordable
Hyundai,Elantra,15500,Affordable
Hyundai,Elantra,13000,Affordable
Hyundai,"Santa Fe Sport",21500,Affordable
Hyundai,Accent,5200,Affordable
Hyundai,Elantra,11100,Affordable
Hyundai,Sonata,16200,Affordable
Hyundai,Sonata,11900,Affordable
Hyundai,Elantra,9000,Affordable
Hyundai,Elantra,14700,Affordable
Hyundai,Elantra,13970,Affordable
Hyundai,Sonata,14700,Affordable
Hyundai,Sonata,9100,Affordable
Hyundai,Genesis,39000,Affordable
Infiniti,QX80,75000,Average
Infiniti,QX60,32000,Affordable
Infiniti,"Q60 Coupe",34200,Affordable
Infiniti,QX60,40750,Average
Infiniti,QX70,39700,Affordable
Infiniti,QX80,61000,Average
Infiniti,QX60,39700,Affordable
Infiniti,QX60,44000,Average
Infiniti,QX80,64500,Average
Jaguar,XF,44500,Average
Jaguar,F-TYPE,85000,Expensive
Jaguar,F-TYPE,87500,Expensive
Jaguar,F-TYPE,85500,Expensive
Jaguar,F-TYPE,78400,Average
Jaguar,F-TYPE,89000,Expensive
Jaguar,F-TYPE,90000,Expensive
Jaguar,F-TYPE,61200,Average
Jaguar,XF,43000,Average
Jaguar,F-TYPE,87750,Expensive
Jaguar,F-TYPE,86500,Expensive
Jaguar,F-TYPE,63000,Average
Jaguar,F-TYPE,95250,Expensive
Jaguar,F-TYPE,92000,Expensive
Jaguar,XF,47000,Average
Jeep,Cherokee,23500,Affordable
Jeep,Wrangler,27300,Affordable
Jeep,Wrangler,27400,Affordable
Jeep,Wrangler,27900,Affordable
Jeep,Wrangler,34800,Affordable
Jeep,Wrangler,28400,Affordable
Jeep,Wrangler,27400,Affordable
Jeep,"Grand Cherokee",34500,Affordable
Jeep,Cherokee,23200,Affordable
Jeep,Wrangler,42000,Average
Jeep,"Grand Cherokee",30400,Affordable
Jeep,Patriot,16900,Affordable
Jeep,"Grand Cherokee",34700,Affordable
Jeep,Wrangler,31800,Affordable
Jeep,Wrangler,35200,Affordable
Jeep,Patriot,17800,Affordable
Jeep,Wrangler,31000,Affordable
Jeep,Cherokee,15250,Affordable
Jeep,Cherokee,30200,Affordable
Jeep,Wrangler,31200,Affordable
Jeep,Wrangler,42000,Average
Jeep,Wrangler,25400,Affordable
Jeep,Wrangler,30500,Affordable
Jeep,Cherokee,23500,Affordable
Jeep,Wrangler,35000,Affordable
Jeep,Wrangler,47500,Average
Jeep,Wrangler,48000,Average
Jeep,Wrangler,29200,Affordable
Jeep,Wrangler,43000,Average
Jeep,"Grand Cherokee",34200,Affordable
Jeep,Wrangler,35250,Affordable
Jeep,Wrangler,35700,Affordable
Jeep,Wrangler,29400,Affordable
Jeep,Wrangler,43500,Average
Jeep,Wrangler,43000,Average
Jeep,Wrangler,38400,Affordable
Jeep,Wrangler,34200,Affordable
Jeep,Wrangler,34700,Affordable
Jeep,Wrangler,16800,Affordable
Jeep,Wrangler,33800,Affordable
Jeep,Wrangler,42000,Average
Jeep,Wrangler,43750,Average
Jeep,Wrangler,42500,Average
Jeep,Wrangler,32600,Affordable
Jeep,Wrangler,26500,Affordable
Jeep,Wrangler,22500,Affordable
Jeep,"Grand Cherokee",31800,Affordable
Jeep,Wrangler,31200,Affordable
Jeep,Wrangler,38400,Affordable
Jeep,Wrangler,28400,Affordable
Jeep,Wrangler,37600,Affordable
Jeep,Compass,16000,Affordable
Jeep,"Grand Cherokee",32800,Affordable
Jeep,Wrangler,30400,Affordable
Jeep,Wrangler,29800,Affordable
Jeep,Cherokee,30250,Affordable
Jeep,Wrangler,49000,Average
Jeep,Cherokee,21200,Affordable
Jeep,Wrangler,33400,Affordable
Jeep,Wrangler,33500,Affordable
Jeep,Wrangler,30100,Affordable
Jeep,Cherokee,27300,Affordable
Jeep,Wrangler,31300,Affordable
Jeep,Wrangler,30000,Affordable
Jeep,"Grand Cherokee",32300,Affordable
Jeep,Wrangler,33000,Affordable
Jeep,Wrangler,41750,Average
Jeep,Wrangler,24000,Affordable
Jeep,Wrangler,32000,Affordable
Jeep,Wrangler,41500,Average
Jeep,Wrangler,31900,Affordable
Jeep,Wrangler,35400,Affordable
Jeep,Wrangler,31600,Affordable
Jeep,Wrangler,31000,Affordable
Jeep,Wrangler,35500,Affordable
Jeep,Wrangler,18200,Affordable
Jeep,Wrangler,29400,Affordable
Jeep,Patriot,15300,Affordable
Jeep,Patriot,15400,Affordable
Jeep,Wrangler,35600,Affordable
Jeep,Wrangler,29000,Affordable
Jeep,Wrangler,31100,Affordable
Jeep,Compass,17800,Affordable
Jeep,"Grand Cherokee",18500,Affordable
Jeep,Wrangler,36000,Affordable
Jeep,Wrangler,35500,Affordable
Jeep,Wrangler,42500,Average
Jeep,Wrangler,45500,Average
Jeep,"Grand Cherokee",32000,Affordable
Jeep,Wrangler,30300,Affordable
Jeep,Cherokee,19500,Affordable
Jeep,"Grand Cherokee",33000,Affordable
Jeep,Cherokee,28500,Affordable
Jeep,Wrangler,34600,Affordable
Jeep,Wrangler,36800,Affordable
Jeep,"Grand Cherokee",39400,Affordable
Jeep,"Grand Cherokee",28200,Affordable
Jeep,Wrangler,26000,Affordable
Jeep,Wrangler,16400,Affordable
Jeep,Wrangler,16700,Affordable
Jeep,Wrangler,18200,Affordable
Jeep,Wrangler,29300,Affordable
Jeep,"Grand Cherokee",29000,Affordable
Jeep,Wrangler,32600,Affordable
Jeep,Patriot,17000,Affordable
Jeep,"Grand Cherokee",28200,Affordable
Jeep,Patriot,18900,Affordable
Jeep,Cherokee,27300,Affordable
Jeep,Patriot,18500,Affordable
Jeep,"Grand Cherokee",33000,Affordable
Jeep,"Grand Cherokee",27100,Affordable
Jeep,Wrangler,30500,Affordable
Jeep,Cherokee,19800,Affordable
Jeep,Patriot,15100,Affordable
Jeep,Patriot,15400,Affordable
Jeep,Patriot,15400,Affordable
Jeep,Patriot,14600,Affordable
Jeep,Patriot,15200,Affordable
Jeep,Patriot,15300,Affordable
Jeep,Compass,19800,Affordable
Jeep,Patriot,15400,Affordable
Jeep,Compass,15100,Affordable
Jeep,"Grand Cherokee",33100,Affordable
Jeep,Patriot,14900,Affordable
Jeep,Compass,15200,Affordable
Jeep,Patriot,15100,Affordable
Jeep,Patriot,14800,Affordable
Jeep,Patriot,14300,Affordable
Jeep,Patriot,14400,Affordable
Jeep,"Grand Cherokee",33200,Affordable
Jeep,Compass,17900,Affordable
Jeep,Cherokee,21500,Affordable
Jeep,Patriot,18100,Affordable
Jeep,Wrangler,32500,Affordable
Jeep,"Grand Cherokee",34800,Affordable
Jeep,Patriot,16500,Affordable
Jeep,Patriot,17500,Affordable
Jeep,Compass,14200,Affordable
Jeep,Patriot,14400,Affordable
Jeep,Compass,14700,Affordable
Jeep,Patriot,14400,Affordable
Jeep,Patriot,14800,Affordable
Jeep,Compass,15700,Affordable
Jeep,Patriot,15100,Affordable
Jeep,Patriot,15300,Affordable
Jeep,Wrangler,26800,Affordable
Jeep,Wrangler,48000,Average
Jeep,Wrangler,36200,Affordable
Jeep,Patriot,16800,Affordable
Jeep,Compass,16500,Affordable
Jeep,"Grand Cherokee",34800,Affordable
Jeep,Patriot,15300,Affordable
Jeep,Patriot,14100,Affordable
Jeep,Compass,15800,Affordable
Jeep,"Grand Cherokee",29000,Affordable
Jeep,Compass,15200,Affordable
Jeep,Wrangler,25300,Affordable
Jeep,Wrangler,25800,Affordable
Jeep,Wrangler,26300,Affordable
Jeep,Wrangler,33900,Affordable
Jeep,Cherokee,28900,Affordable
Jeep,Wrangler,31100,Affordable
Jeep,Cherokee,27200,Affordable
Jeep,Wrangler,27000,Affordable
Jeep,Patriot,14200,Affordable
Jeep,"Grand Cherokee",26800,Affordable
Jeep,Wrangler,34000,Affordable
Jeep,Compass,18100,Affordable
Jeep,Compass,18100,Affordable
Jeep,Wrangler,33100,Affordable
Jeep,"Grand Cherokee",27500,Affordable
Jeep,Cherokee,27900,Affordable
Jeep,"Grand Cherokee",34100,Affordable
Jeep,Wrangler,32500,Affordable
Jeep,Wrangler,26900,Affordable
Jeep,Compass,17700,Affordable
Jeep,Wrangler,39000,Affordable
Jeep,Wrangler,30600,Affordable
Jeep,Cherokee,26900,Affordable
Jeep,Patriot,18500,Affordable
Jeep,Wrangler,34000,Affordable
Jeep,Patriot,16900,Affordable
Jeep,Patriot,9900,Affordable
Jeep,Cherokee,17600,Affordable
Jeep,"Grand Cherokee",28500,Affordable
Jeep,Wrangler,39300,Affordable
Jeep,Patriot,15100,Affordable
Jeep,Wrangler,35800,Affordable
Jeep,Patriot,16500,Affordable
Jeep,"Grand Cherokee",34700,Affordable
Jeep,Compass,17300,Affordable
Jeep,"Grand Cherokee",33600,Affordable
Jeep,Cherokee,27600,Affordable
Jeep,Patriot,18300,Affordable
Jeep,Patriot,19600,Affordable
Jeep,Cherokee,19500,Affordable
Jeep,Wrangler,33500,Affordable
Jeep,Cherokee,22600,Affordable
Jeep,Compass,17900,Affordable
Jeep,"Grand Cherokee SRT",61000,Average
Jeep,"Grand Cherokee",25500,Affordable
Jeep,Cherokee,26500,Affordable
Jeep,"Grand Cherokee",32800,Affordable
Jeep,Wrangler,44000,Average
Jeep,Wrangler,35750,Affordable
Jeep,"Grand Cherokee",34800,Affordable
Jeep,Wrangler,43900,Average
Jeep,Wrangler,32800,Affordable
Jeep,Wrangler,30000,Affordable
Jeep,Wrangler,30000,Affordable
Jeep,Wrangler,32000,Affordable
Jeep,Wrangler,37750,Affordable
Jeep,Cherokee,17400,Affordable
Jeep,Wrangler,31500,Affordable
Jeep,Wrangler,30500,Affordable
Jeep,Cherokee,18500,Affordable
Jeep,"Grand Cherokee",34800,Affordable
Jeep,"Grand Cherokee",34500,Affordable
Jeep,Cherokee,21400,Affordable
Jeep,"Grand Cherokee",33700,Affordable
Jeep,"Grand Cherokee",34600,Affordable
Jeep,Compass,17800,Affordable
Jeep,Patriot,14200,Affordable
Jeep,"Grand Cherokee",34500,Affordable
Jeep,Patriot,15900,Affordable
Jeep,"Grand Cherokee",34200,Affordable
Jeep,Cherokee,19000,Affordable
Jeep,Wrangler,45250,Average
Jeep,"Grand Cherokee",35000,Affordable
Jeep,Wrangler,37100,Affordable
Jeep,Patriot,13600,Affordable
Jeep,Cherokee,19900,Affordable
Jeep,Cherokee,28700,Affordable
Jeep,"Grand Cherokee",32000,Affordable
Jeep,Cherokee,17400,Affordable
Jeep,Compass,14400,Affordable
Jeep,"Grand Cherokee",34800,Affordable
Jeep,"Grand Cherokee",35000,Affordable
Jeep,"Grand Cherokee",34800,Affordable
Jeep,Wrangler,40200,Average
Jeep,Patriot,17200,Affordable
Jeep,Cherokee,26400,Affordable
Jeep,Cherokee,32500,Affordable
Jeep,Compass,17400,Affordable
Jeep,Compass,18200,Affordable
Jeep,Wrangler,33500,Affordable
Jeep,Wrangler,33000,Affordable
Jeep,Wrangler,47000,Average
Jeep,Wrangler,33400,Affordable
Jeep,Patriot,47000,Average
Jeep,Compass,17800,Affordable
Jeep,Cherokee,23000,Affordable
Jeep,Cherokee,29600,Affordable
Jeep,Patriot,18000,Affordable
Jeep,Patriot,18600,Affordable
Jeep,Patriot,18600,Affordable
Jeep,Compass,16500,Affordable
Jeep,Patriot,18400,Affordable
Jeep,Patriot,17100,Affordable
Jeep,Compass,18200,Affordable
Jeep,Patriot,16400,Affordable
Jeep,"Grand Cherokee",27500,Affordable
Jeep,Wrangler,33800,Affordable
Jeep,Patriot,18000,Affordable
Jeep,Patriot,14700,Affordable
Jeep,"Grand Cherokee",34600,Affordable
Jeep,Patriot,18000,Affordable
Jeep,Wrangler,36600,Affordable
Jeep,Wrangler,25400,Affordable
Jeep,Wrangler,40000,Average
Jeep,Wrangler,35600,Affordable
Jeep,Wrangler,27200,Affordable
Jeep,Wrangler,37750,Affordable
Jeep,Compass,19500,Affordable
Jeep,Wrangler,45500,Average
Jeep,Compass,17600,Affordable
Jeep,Compass,8000,Affordable
Jeep,Wrangler,40000,Average
Jeep,"Grand Cherokee",33600,Affordable
Jeep,Cherokee,20200,Affordable
Jeep,Wrangler,28300,Affordable
Jeep,Wrangler,27500,Affordable
