make,model,sellingprice,price_category
Chevrolet,Malibu,17400,Affordable
Chevrolet,Equinox,22400,Affordable
Chevrolet,Tahoe,54800,Average
Chevrolet,Impala,25300,Affordable
Chevrolet,Suburban,34750,Affordable
Chevrolet,Suburban,46500,Average
Chevrolet,Suburban,51500,Average
Chevrolet,Traverse,27250,Affordable
Chevrolet,Tahoe,41250,Average
Chevrolet,Tahoe,40800,Average
Chevrolet,"Express Cargo",21400,Affordable
Chevrolet,Tahoe,50800,Average
Chevrolet,Tahoe,53250,Average
Chevrolet,Malibu,19100,Affordable
Chevrolet,Impala,22300,Affordable
Chevrolet,Cruze,17500,Affordable
Chevrolet,Cruze,17400,Affordable
Chevrolet,Cruze,17500,Affordable
Chevrolet,Equinox,24500,Affordable
Chevrolet,Cruze,15400,Affordable
Chevrolet,Impala,24300,Affordable
Chevrolet,Impala,21100,Affordable
Chevrolet,Impala,21200,Affordable
Chevrolet,Impala,21600,Affordable
Chevrolet,Malibu,18500,Affordable
Chevrolet,Impala,22400,Affordable
Chevrolet,Impala,21000,Affordable
Chevrolet,Impala,22000,Affordable
Chevrolet,Impala,24700,Affordable
Chevrolet,Impala,21100,Affordable
Chevrolet,Impala,25000,Affordable
Chevrolet,Impala,21100,Affordable
Chevrolet,Impala,26500,Affordable
Chevrolet,Suburban,47000,Average
Chevrolet,Tahoe,42500,Average
Chevrolet,Traverse,26900,Affordable
Chevrolet,Tahoe,44600,Average
Chevrolet,Suburban,35100,Affordable
Chevrolet,"Silverado 3500HD",39000,Affordable
Chevrolet,Camaro,30000,Affordable
Chevrolet,Malibu,12000,Affordable
Chevrolet,"Silverado 2500HD",41500,Average
Chevrolet,"Silverado 2500HD",43000,Average
Chevrolet,Impala,21100,Affordable
Chevrolet,Impala,25800,Affordable
Chevrolet,Impala,21900,Affordable
Chevrolet,Impala,21300,Affordable
Chevrolet,Impala,21700,Affordable
Chevrolet,Impala,24700,Affordable
Chevrolet,Suburban,44400,Average
Chevrolet,Tahoe,42800,Average
Chevrolet,Tahoe,42750,Average
Chevrolet,Tahoe,52500,Average
Chevrolet,Suburban,55100,Average
Chevrolet,Tahoe,42200,Average
Chevrolet,"Silverado 2500HD",33500,Affordable
Chevrolet,Suburban,46500,Average
Chevrolet,Tahoe,52300,Average
Chevrolet,Tahoe,42200,Average
Chevrolet,"Silverado 2500HD",42500,Average
Chevrolet,Tahoe,41250,Average
Chevrolet,Malibu,11600,Affordable
Chevrolet,Suburban,50400,Average
Chevrolet,Tahoe,41000,Average
Chevrolet,Suburban,46800,Average
Chevrolet,Malibu,16000,Affordable
Chevrolet,Impala,21700,Affordable
Chevrolet,Impala,30600,Affordable
Chevrolet,Impala,21600,Affordable
Chevrolet,Tahoe,52000,Average
Chevrolet,Suburban,42500,Average
Chevrolet,Tahoe,43000,Average
Chevrolet,Suburban,47200,Average
Chevrolet,Tahoe,42800,Average
Chevrolet,Suburban,39800,Affordable
Chevrolet,Suburban,49200,Average
Chevrolet,Traverse,26000,Affordable
Chevrolet,Tahoe,43200,Average
Chevrolet,Tahoe,42000,Average
Chevrolet,Malibu,17100,Affordable
Chevrolet,Corvette,54200,Average
Chevrolet,"Silverado 2500HD",35500,Affordable
Chevrolet,"Silverado 2500HD",35500,Affordable
Chevrolet,"Silverado 2500HD",36000,Affordable
Chevrolet,Tahoe,41300,Average
Chevrolet,Tahoe,42400,Average
Chevrolet,Suburban,45500,Average
Chevrolet,Tahoe,52250,Average
Chevrolet,Tahoe,43100,Average
Chevrolet,Suburban,38600,Affordable
Chevrolet,Impala,27600,Affordable
Chevrolet,Impala,14000,Affordable
Chevrolet,Impala,24700,Affordable
Chevrolet,Impala,22200,Affordable
Chevrolet,Sonic,12100,Affordable
Chevrolet,Sonic,11700,Affordable
Chevrolet,Sonic,12200,Affordable
Chevrolet,"Silverado 2500HD",50400,Average
Chevrolet,Tahoe,41700,Average
Chevrolet,"Silverado 2500HD",42250,Average
Chevrolet,Tahoe,52250,Average
Chevrolet,"Silverado 2500HD",34500,Affordable
Chevrolet,"Silverado 2500HD",34500,Affordable
Chevrolet,Tahoe,48400,Average
Chevrolet,Tahoe,44250,Average
Chevrolet,Tahoe,53750,Average
Chevrolet,Sonic,10200,Affordable
Chevrolet,Tahoe,51750,Average
Chevrolet,Malibu,14750,Affordable
Chevrolet,"Silverado 2500HD",40700,Average
Chevrolet,Sonic,11700,Affordable
Chevrolet,Tahoe,51800,Average
Chevrolet,Malibu,9300,Affordable
Chevrolet,"Silverado 2500HD",48000,Average
Chevrolet,Sonic,11600,Affordable
Chevrolet,"Silverado 2500HD",43000,Average
Chevrolet,"Silverado 2500HD",55500,Average
Chevrolet,Sonic,11700,Affordable
Chevrolet,"Silverado 2500HD",44750,Average
Chevrolet,"Silverado 2500HD",35000,Affordable
Chevrolet,"Silverado 2500HD",33500,Affordable
Chevrolet,"Silverado 2500HD",42000,Average
Chevrolet,"Silverado 2500HD",37000,Affordable
Chevrolet,"Silverado 3500HD",37500,Affordable
Chevrolet,"Silverado 2500HD",41300,Average
Chevrolet,"Silverado 2500HD",35900,Affordable
Chevrolet,Equinox,21200,Affordable
Chevrolet,Traverse,29300,Affordable
Chevrolet,Suburban,42500,Average
Chevrolet,Malibu,17500,Affordable
Chevrolet,Malibu,17500,Affordable
Chevrolet,Suburban,52000,Average
Chevrolet,Tahoe,48300,Average
Chevrolet,Suburban,54000,Average
Chevrolet,Tahoe,51000,Average
Chevrolet,Suburban,43700,Average
Chevrolet,Suburban,52700,Average
Chevrolet,Tahoe,41500,Average
Chevrolet,Malibu,15200,Affordable
Chevrolet,Suburban,52000,Average
Chevrolet,"Silverado 2500HD",42200,Average
Chevrolet,Impala,16900,Affordable
Chevrolet,Suburban,55000,Average
Chevrolet,Suburban,46500,Average
Chevrolet,Suburban,51500,Average
Chevrolet,Sonic,13700,Affordable
Chevrolet,Sonic,12100,Affordable
Chevrolet,"Silverado 2500HD",43500,Average
Chevrolet,"Silverado 2500HD",42250,Average
Chevrolet,"Silverado 3500HD",36100,Affordable
Chevrolet,Malibu,17300,Affordable
Chevrolet,"Silverado 3500HD",36100,Affordable
Chevrolet,Malibu,19600,Affordable
Chevrolet,"Silverado 2500HD",34500,Affordable
Chevrolet,"Silverado 3500HD",38300,Affordable
Chevrolet,"Silverado 3500HD",37500,Affordable
Chevrolet,"Silverado 2500HD",37100,Affordable
Chevrolet,Malibu,16900,Affordable
Chevrolet,"Silverado 3500HD",36100,Affordable
Chevrolet,Suburban,37500,Affordable
Chevrolet,Tahoe,37600,Affordable
Chevrolet,Tahoe,49200,Average
Chevrolet,Tahoe,46600,Average
Chevrolet,Tahoe,29200,Affordable
Chevrolet,Suburban,44100,Average
Chevrolet,Tahoe,49200,Average
Chevrolet,Suburban,52500,Average
Chevrolet,Tahoe,43000,Average
Chevrolet,Tahoe,51000,Average
Chevrolet,Equinox,15800,Affordable
Chevrolet,Sonic,14600,Affordable
Chevrolet,"Silverado 2500HD",41000,Average
Chevrolet,Sonic,15200,Affordable
Chevrolet,Sonic,13100,Affordable
Chevrolet,Sonic,13000,Affordable
Chevrolet,Sonic,13600,Affordable
Chevrolet,Tahoe,50100,Average
Chevrolet,Sonic,18100,Affordable
Chevrolet,Sonic,11500,Affordable
Chevrolet,Sonic,11300,Affordable
Chevrolet,Sonic,11900,Affordable
Chevrolet,Suburban,55000,Average
Chevrolet,Tahoe,52500,Average
Chevrolet,Sonic,11700,Affordable
Chevrolet,Sonic,11300,Affordable
Chevrolet,Tahoe,42700,Average
Chevrolet,Suburban,53000,Average
Chevrolet,Equinox,19100,Affordable
Chevrolet,Traverse,36800,Affordable
Chevrolet,Traverse,26400,Affordable
Chevrolet,Suburban,51600,Average
Chevrolet,Tahoe,44800,Average
Chevrolet,Tahoe,40500,Average
Chevrolet,Malibu,17000,Affordable
Chevrolet,Equinox,21500,Affordable
Chevrolet,Malibu,17600,Affordable
Chevrolet,Traverse,37250,Affordable
Chevrolet,Traverse,27800,Affordable
Chevrolet,Traverse,37300,Affordable
Chevrolet,Malibu,8700,Affordable
Chevrolet,Tahoe,39000,Affordable
Chevrolet,Sonic,8600,Affordable
Chevrolet,Tahoe,43000,Average
Chevrolet,Suburban,50300,Average
Chevrolet,Impala,20000,Affordable
Chevrolet,Sonic,11900,Affordable
Chevrolet,Malibu,15200,Affordable
Chevrolet,Sonic,12000,Affordable
Chevrolet,Tahoe,45500,Average
Chevrolet,Suburban,52300,Average
Chevrolet,Suburban,50100,Average
Chevrolet,Tahoe,44800,Average
Chevrolet,Tahoe,42300,Average
Chevrolet,Tahoe,47700,Average
Chevrolet,Suburban,51200,Average
Chevrolet,Traverse,26700,Affordable
Chevrolet,Spark,4800,Affordable
Chevrolet,Tahoe,38800,Affordable
Chevrolet,Suburban,50000,Average
Chevrolet,Tahoe,53000,Average
Chevrolet,Traverse,27300,Affordable
Chevrolet,Malibu,16500,Affordable
Chevrolet,Malibu,16500,Affordable
Chevrolet,Camaro,38000,Affordable
Chevrolet,Camaro,24600,Affordable
Chevrolet,Traverse,26700,Affordable
Chevrolet,Malibu,15000,Affordable
Chevrolet,Tahoe,43000,Average
Chevrolet,Malibu,18100,Affordable
Chevrolet,Equinox,20500,Affordable
Chevrolet,Cruze,7000,Affordable
Chevrolet,Tahoe,36700,Affordable
Chevrolet,Traverse,27500,Affordable
Chevrolet,Malibu,15200,Affordable
Chevrolet,"Silverado 1500",36400,Affordable
Chevrolet,Suburban,51000,Average
Chevrolet,Suburban,45400,Average
Chevrolet,Impala,25600,Affordable
Chevrolet,Sonic,12200,Affordable
Chevrolet,Sonic,14000,Affordable
Chevrolet,Malibu,16500,Affordable
Chevrolet,Sonic,12200,Affordable
Chevrolet,Impala,21700,Affordable
Chevrolet,Impala,22400,Affordable
Chevrolet,Impala,21600,Affordable
Chevrolet,Impala,21300,Affordable
Chevrolet,Impala,21800,Affordable
Chevrolet,Impala,21800,Affordable
Chevrolet,Impala,22100,Affordable
Chevrolet,Impala,21800,Affordable
Chevrolet,Camaro,23750,Affordable
Chevrolet,Camaro,23500,Affordable
Chevrolet,Camaro,23500,Affordable
Chevrolet,Equinox,21500,Affordable
Chevrolet,Impala,21900,Affordable
Chevrolet,Equinox,22400,Affordable
Chevrolet,Sonic,11100,Affordable
Chevrolet,Malibu,16200,Affordable
Chevrolet,Impala,25200,Affordable
Chevrolet,Malibu,15800,Affordable
Chevrolet,Impala,22300,Affordable
Chevrolet,Impala,26000,Affordable
Chevrolet,Malibu,16300,Affordable
Chevrolet,Suburban,51500,Average
Chevrolet,Tahoe,40250,Average
Chevrolet,Impala,21800,Affordable
Chevrolet,Impala,25800,Affordable
Chevrolet,Equinox,18800,Affordable
Chevrolet,"Silverado 2500HD",41000,Average
Chevrolet,Impala,22000,Affordable
Chevrolet,"Silverado 2500HD",40500,Average
Chevrolet,Cruze,10600,Affordable
Chevrolet,Cruze,17000,Affordable
Chevrolet,Equinox,19800,Affordable
Chevrolet,Equinox,22400,Affordable
Chevrolet,Malibu,15800,Affordable
Chevrolet,Impala,21900,Affordable
Chevrolet,Impala,27500,Affordable
Chevrolet,Impala,21600,Affordable
Chevrolet,Traverse,25500,Affordable
Chevrolet,Tahoe,43000,Average
Chevrolet,Impala,24800,Affordable
Chevrolet,Cruze,8200,Affordable
Chevrolet,Sonic,10900,Affordable
Chevrolet,Traverse,26700,Affordable
Chevrolet,Traverse,26900,Affordable
Chevrolet,Traverse,29000,Affordable
Chevrolet,Traverse,25500,Affordable
Chevrolet,Traverse,26200,Affordable
Chevrolet,Impala,20250,Affordable
Chevrolet,Tahoe,43000,Average
Chevrolet,Sonic,13000,Affordable
Chevrolet,Tahoe,42500,Average
Chevrolet,Tahoe,43500,Average
Chevrolet,Tahoe,53500,Average
Chevrolet,Spark,6700,Affordable
Chevrolet,Traverse,18900,Affordable
Chevrolet,Suburban,54000,Average
Chevrolet,Sonic,11400,Affordable
Chevrolet,Spark,5500,Affordable
Chevrolet,Equinox,19800,Affordable
Chevrolet,Equinox,21000,Affordable
Chevrolet,Equinox,21000,Affordable
Chevrolet,Equinox,19300,Affordable
Chevrolet,Equinox,21200,Affordable
Chevrolet,Equinox,18800,Affordable
Chevrolet,"Silverado 1500",29000,Affordable
Chevrolet,Impala,21000,Affordable
Chevrolet,Impala,21500,Affordable
Chevrolet,Impala,25600,Affordable
Chevrolet,Impala,22500,Affordable
Chevrolet,"Silverado 2500HD",38500,Affordable
Chevrolet,Camaro,19750,Affordable
Chevrolet,Impala,22000,Affordable
Chevrolet,Impala,22100,Affordable
Chevrolet,Express,27800,Affordable
Chevrolet,Impala,21800,Affordable
Chevrolet,Traverse,24000,Affordable
Chevrolet,Traverse,26700,Affordable
Chevrolet,Traverse,26600,Affordable
Chevrolet,Traverse,26800,Affordable
Chevrolet,Tahoe,52200,Average
Chevrolet,Camaro,30700,Affordable
Chevrolet,Traverse,26600,Affordable
Chevrolet,Impala,26800,Affordable
Chevrolet,Impala,21700,Affordable
Chevrolet,Impala,20000,Affordable
Chevrolet,Camaro,24800,Affordable
Chevrolet,Camaro,30100,Affordable
Chevrolet,"Silverado 2500HD",40100,Average
Chevrolet,"Silverado 1500",25900,Affordable
Chevrolet,Suburban,43500,Average
Chevrolet,Suburban,58400,Average
Chevrolet,Malibu,17200,Affordable
Chevrolet,Tahoe,50500,Average
Chevrolet,Traverse,27000,Affordable
Chevrolet,Tahoe,50500,Average
Chevrolet,Tahoe,50500,Average
Chevrolet,Tahoe,52000,Average
Chevrolet,Suburban,52500,Average
Chevrolet,Impala,22400,Affordable
Chevrolet,Sonic,14500,Affordable
Chevrolet,Cruze,17500,Affordable
Chevrolet,Sonic,11300,Affordable
Chevrolet,Traverse,27000,Affordable
Chevrolet,Tahoe,45600,Average
Chevrolet,Tahoe,56500,Average
Chevrolet,Malibu,16300,Affordable
Chevrolet,Malibu,18000,Affordable
Chevrolet,Malibu,19600,Affordable
Chevrolet,"Silverado 3500HD",52000,Average
Chevrolet,Equinox,21300,Affordable
Chevrolet,Equinox,20500,Affordable
Chevrolet,Camaro,24700,Affordable
Chevrolet,Equinox,20000,Affordable
Chevrolet,"Express Cargo",19900,Affordable
Chevrolet,Equinox,20800,Affordable
Chevrolet,"Express Cargo",19000,Affordable
Chevrolet,"Silverado 3500HD",39700,Affordable
Chevrolet,Colorado,34000,Affordable
Chevrolet,Cruze,17300,Affordable
Chevrolet,Tahoe,35750,Affordable
Chevrolet,"Silverado 1500",30100,Affordable
Chevrolet,Suburban,55000,Average
Chevrolet,Impala,20500,Affordable
Chevrolet,"Silverado 2500HD",39500,Affordable
Chevrolet,"Silverado 2500HD",41600,Average
Chevrolet,"Silverado 2500HD",38800,Affordable
Chevrolet,"Express Cargo",21000,Affordable
Chevrolet,Malibu,14700,Affordable
Chevrolet,"Silverado 1500",39600,Affordable
Chevrolet,Cruze,13700,Affordable
Chevrolet,Camaro,23500,Affordable
Chevrolet,Suburban,43000,Average
Chevrolet,Camaro,25000,Affordable
Chevrolet,"Silverado 2500HD",31250,Affordable
Chevrolet,"Silverado 2500HD",38500,Affordable
Chevrolet,Tahoe,45000,Average
Chevrolet,Impala,16700,Affordable
Chevrolet,Impala,25250,Affordable
Chevrolet,"Silverado 1500",26900,Affordable
Chevrolet,Cruze,14000,Affordable
Chevrolet,Equinox,22400,Affordable
Chevrolet,Malibu,17100,Affordable
Chevrolet,Suburban,49400,Average
Chevrolet,"Silverado 2500HD",41800,Average
Chevrolet,Camaro,25300,Affordable
Chevrolet,Camaro,24800,Affordable
Chevrolet,"Silverado 3500HD",38300,Affordable
Chevrolet,"Silverado 1500",31100,Affordable
Chevrolet,"Silverado 1500",32600,Affordable
Chevrolet,Tahoe,49700,Average
Chevrolet,Tahoe,49700,Average
Chevrolet,"Express Cargo",16500,Affordable
Chevrolet,"Silverado 2500HD",22100,Affordable
Chevrolet,Tahoe,49000,Average
Chevrolet,Spark,4600,Affordable
Chevrolet,Tahoe,52000,Average
Chevrolet,Camaro,34400,Affordable
Chevrolet,"Silverado 2500HD",40000,Average
Chevrolet,Corvette,51000,Average
Chevrolet,Camaro,21700,Affordable
Chevrolet,Tahoe,45250,Average
Chevrolet,Colorado,34500,Affordable
Chevrolet,Tahoe,49400,Average
Chevrolet,Sonic,1100,Affordable
Chevrolet,Tahoe,51200,Average
Chevrolet,Tahoe,43800,Average
Chevrolet,Tahoe,51000,Average
Chevrolet,Tahoe,47000,Average
Chevrolet,Sonic,10300,Affordable
Chevrolet,Suburban,53700,Average
Chevrolet,Tahoe,51400,Average
Chevrolet,Sonic,13500,Affordable
Chevrolet,Suburban,40600,Average
Chevrolet,Malibu,15000,Affordable
Chevrolet,Impala,22200,Affordable
Chevrolet,"Silverado 1500",37250,Affordable
Chevrolet,"Silverado 1500",31200,Affordable
Chevrolet,Corvette,65000,Average
Chevrolet,Impala,19800,Affordable
Chevrolet,Impala,21700,Affordable
Chevrolet,"Express Cargo",21000,Affordable
Chevrolet,Impala,21000,Affordable
Chevrolet,Equinox,8600,Affordable
Chevrolet,Cruze,12800,Affordable
Chevrolet,Tahoe,44000,Average
Chevrolet,Spark,11000,Affordable
Chevrolet,Tahoe,49000,Average
Chevrolet,Cruze,15000,Affordable
Chevrolet,Cruze,13800,Affordable
Chevrolet,"Silverado 2500HD",41750,Average
Chevrolet,Cruze,17100,Affordable
Chevrolet,Cruze,17300,Affordable
Chevrolet,Cruze,15500,Affordable
Chevrolet,"Silverado 2500HD",47000,Average
Chevrolet,"Silverado 3500HD",42100,Average
Chevrolet,Traverse,24800,Affordable
Chevrolet,Cruze,16400,Affordable
Chevrolet,Equinox,20100,Affordable
Chevrolet,Equinox,21100,Affordable
Chevrolet,Cruze,15100,Affordable
Chevrolet,Cruze,17500,Affordable
Chevrolet,Cruze,14100,Affordable
Chevrolet,Camaro,32500,Affordable
Chevrolet,"Silverado 2500HD",41000,Average
Chevrolet,"Silverado 2500HD",35200,Affordable
Chevrolet,Camaro,24300,Affordable
Chevrolet,"Silverado 2500HD",39700,Affordable
Chevrolet,Sonic,10800,Affordable
Chevrolet,Camaro,33800,Affordable
Chevrolet,Equinox,22100,Affordable
Chevrolet,Cruze,17200,Affordable
Chevrolet,Cruze,14000,Affordable
Chevrolet,Equinox,20000,Affordable
Chevrolet,Equinox,23800,Affordable
Chevrolet,Equinox,19700,Affordable
Chevrolet,Cruze,14200,Affordable
Chevrolet,Cruze,13600,Affordable
Chevrolet,Corvette,56200,Average
Chevrolet,Equinox,20100,Affordable
Chevrolet,"Silverado 2500HD",42000,Average
Chevrolet,Malibu,18200,Affordable
Chevrolet,Suburban,44500,Average
Chevrolet,Malibu,16700,Affordable
Chevrolet,Equinox,8200,Affordable
Chevrolet,Suburban,45600,Average
Chevrolet,Cruze,14100,Affordable
Chevrolet,"Silverado 1500",42750,Average
Chevrolet,Tahoe,39700,Affordable
Chevrolet,"Silverado 1500",39250,Affordable
Chevrolet,Equinox,20100,Affordable
Chevrolet,Traverse,19800,Affordable
Chevrolet,"Silverado 1500",28200,Affordable
Chevrolet,Equinox,19200,Affordable
Chevrolet,Cruze,13800,Affordable
Chevrolet,Cruze,11800,Affordable
Chevrolet,Equinox,20100,Affordable
Chevrolet,"Express Cargo",17100,Affordable
Chevrolet,Impala,20900,Affordable
Chevrolet,Equinox,20600,Affordable
Chevrolet,Impala,21300,Affordable
Chevrolet,Cruze,14100,Affordable
Chevrolet,Equinox,20000,Affordable
Chevrolet,Malibu,16400,Affordable
Chevrolet,Impala,20700,Affordable
Chevrolet,Impala,21600,Affordable
Chevrolet,Impala,24800,Affordable
Chevrolet,Impala,21700,Affordable
Chevrolet,Malibu,17000,Affordable
Chevrolet,Impala,21500,Affordable
Chevrolet,Impala,21600,Affordable
Chevrolet,Malibu,18300,Affordable
Chevrolet,Traverse,29500,Affordable
Chevrolet,Impala,22300,Affordable
Chevrolet,Sonic,7300,Affordable
Chevrolet,Sonic,12700,Affordable
Chevrolet,Sonic,7000,Affordable
Chevrolet,Impala,21500,Affordable
Chevrolet,Malibu,14400,Affordable
Chevrolet,Sonic,7000,Affordable
Chevrolet,Equinox,19300,Affordable
Chevrolet,Equinox,19250,Affordable
Chevrolet,Equinox,19300,Affordable
Chevrolet,Equinox,19300,Affordable
Chevrolet,Cruze,7800,Affordable
Chevrolet,"Silverado 2500HD",27900,Affordable
Chevrolet,"Silverado 2500HD",43500,Average
Chevrolet,Impala,22300,Affordable
Chevrolet,Equinox,22000,Affordable
Chevrolet,Equinox,20200,Affordable
Chevrolet,Impala,25500,Affordable
Chevrolet,Cruze,17000,Affordable
Chevrolet,Impala,24900,Affordable
Chevrolet,Impala,21600,Affordable
Chevrolet,Cruze,17200,Affordable
Chevrolet,Cruze,17600,Affordable
Chevrolet,Tahoe,53000,Average
Chevrolet,Tahoe,50600,Average
Chevrolet,Tahoe,48700,Average
Chevrolet,Malibu,14300,Affordable
Chevrolet,Colorado,33800,Affordable
Chevrolet,Cruze,14300,Affordable
Chevrolet,Cruze,8500,Affordable
Chevrolet,Equinox,11900,Affordable
Chevrolet,Camaro,14000,Affordable
Chevrolet,Impala,21900,Affordable
Chevrolet,Impala,24800,Affordable
Chevrolet,"Silverado 2500HD",34000,Affordable
Chevrolet,Impala,24800,Affordable
Chevrolet,"Silverado 1500",30100,Affordable
Chevrolet,Traverse,26000,Affordable
Chevrolet,Impala,20800,Affordable
Chevrolet,Malibu,16700,Affordable
Chevrolet,"Silverado 3500HD",48500,Average
Chevrolet,Impala,23400,Affordable
Chevrolet,Impala,20400,Affordable
Chevrolet,Impala,24600,Affordable
Chevrolet,Impala,20000,Affordable
Chevrolet,Impala,24700,Affordable
Chevrolet,Traverse,19500,Affordable
Chevrolet,Camaro,21700,Affordable
Chevrolet,Malibu,16500,Affordable
Chevrolet,Impala,21800,Affordable
Chevrolet,Impala,20500,Affordable
Chevrolet,Impala,24700,Affordable
Chevrolet,Impala,20800,Affordable
Chevrolet,Impala,21900,Affordable
Chevrolet,Sonic,11000,Affordable
Chevrolet,Sonic,11300,Affordable
Chevrolet,Sonic,12100,Affordable
Chevrolet,Sonic,11600,Affordable
Chevrolet,Sonic,12100,Affordable
Chevrolet,Malibu,15300,Affordable
Chevrolet,Malibu,18850,Affordable
Chevrolet,Sonic,11800,Affordable
Chevrolet,Suburban,44500,Average
Chevrolet,Tahoe,45000,Average
Chevrolet,Suburban,40750,Average
Chevrolet,Suburban,44100,Average
Chevrolet,Sonic,12400,Affordable
Chevrolet,Tahoe,49400,Average
Chevrolet,Suburban,43600,Average
Chevrolet,Tahoe,48600,Average
Chevrolet,Sonic,12000,Affordable
Chevrolet,Tahoe,42750,Average
Chevrolet,Suburban,44000,Average
Chevrolet,Sonic,13000,Affordable
Chevrolet,Sonic,13400,Affordable
Chevrolet,Suburban,50300,Average
Chevrolet,Suburban,49100,Average
Chevrolet,Tahoe,47000,Average
Chevrolet,Tahoe,45100,Average
Chevrolet,Suburban,49500,Average
Chevrolet,Tahoe,45900,Average
Chevrolet,Tahoe,56700,Average
Chevrolet,Sonic,13700,Affordable
Chevrolet,Malibu,17000,Affordable
Chevrolet,Impala,18800,Affordable
Chevrolet,Sonic,11800,Affordable
Chevrolet,Sonic,13200,Affordable
Chevrolet,Traverse,38300,Affordable
Chevrolet,Impala,24800,Affordable
Chevrolet,Traverse,24200,Affordable
Chevrolet,Suburban,48800,Average
Chevrolet,Tahoe,51300,Average
Chevrolet,Tahoe,52200,Average
Chevrolet,Malibu,16500,Affordable
Chevrolet,Equinox,20700,Affordable
Chevrolet,Camaro,23750,Affordable
Chevrolet,Cruze,11600,Affordable
Chevrolet,Equinox,18200,Affordable
Chevrolet,Equinox,21500,Affordable
Chevrolet,Cruze,9400,Affordable
Chevrolet,Camaro,24000,Affordable
Chevrolet,Suburban,43000,Average
Chevrolet,"Silverado 2500HD",34800,Affordable
Chevrolet,"Silverado 2500HD",41600,Average
Chevrolet,"Silverado 2500HD",41000,Average
Chevrolet,Camaro,24925,Affordable
Chevrolet,Cruze,14000,Affordable
Chevrolet,Equinox,22500,Affordable
Chevrolet,Traverse,22900,Affordable
Chevrolet,"Silverado 2500HD",39500,Affordable
Chevrolet,Tahoe,50900,Average
Chevrolet,Tahoe,48000,Average
Chevrolet,Tahoe,49500,Average
Chevrolet,Malibu,11000,Affordable
Chevrolet,Cruze,13500,Affordable
Chevrolet,Suburban,43000,Average
Chevrolet,"Silverado 1500",31500,Affordable
Chevrolet,Corvette,84500,Expensive
Chevrolet,Sonic,11500,Affordable
Chevrolet,Malibu,8800,Affordable
Chevrolet,Tahoe,42600,Average
Chevrolet,Traverse,25600,Affordable
Chevrolet,Traverse,26900,Affordable
Chevrolet,"Silverado 2500HD",49200,Average
Chevrolet,Malibu,15200,Affordable
Chrysler,200,15200,Affordable
Chrysler,200,15800,Affordable
Chrysler,200,14800,Affordable
Chrysler,"Town and Country",12700,Affordable
Chrysler,"Town and Country",17000,Affordable
Chrysler,200,22400,Affordable
Chrysler,200,14500,Affordable
Chrysler,200,15900,Affordable
Chrysler,"Town and Country",22600,Affordable
Chrysler,200,14000,Affordable
Chrysler,"Town and Country",23000,Affordable
Chrysler,"Town and Country",25500,Affordable
Chrysler,200,15800,Affordable
Chrysler,200,15600,Affordable
Chrysler,"Town and Country",23000,Affordable
Chrysler,200,15700,Affordable
Chrysler,200,16100,Affordable
Chrysler,"Town and Country",21400,Affordable
Chrysler,200,17000,Affordable
Chrysler,200,20200,Affordable
Chrysler,200,13900,Affordable
Chrysler,200,17400,Affordable
Chrysler,200,17000,Affordable
Chrysler,200,16500,Affordable
Chrysler,200,15500,Affordable
Chrysler,200,15700,Affordable
Chrysler,200,15000,Affordable
Chrysler,200,15800,Affordable
Chrysler,200,14600,Affordable
Chrysler,"Town and Country",19800,Affordable
Chrysler,200,14200,Affordable
Chrysler,200,15600,Affordable
Chrysler,200,9000,Affordable
Chrysler,200,11900,Affordable
Chrysler,200,16800,Affordable
Chrysler,200,14300,Affordable
Chrysler,200,16900,Affordable
Chrysler,200,14800,Affordable
Chrysler,200,16600,Affordable
Chrysler,200,24500,Affordable
Chrysler,"Town and Country",23000,Affordable
Chrysler,200,15600,Affordable
Chrysler,200,17500,Affordable
Chrysler,200,14100,Affordable
Chrysler,"Town and Country",21500,Affordable
Chrysler,200,16000,Affordable
Chrysler,200,13900,Affordable
Chrysler,200,14400,Affordable
Chrysler,200,10300,Affordable
Chrysler,200,15800,Affordable
Chrysler,200,14500,Affordable
Chrysler,200,14700,Affordable
Chrysler,"Town and Country",21500,Affordable
Chrysler,200,13900,Affordable
Chrysler,200,15000,Affordable
Chrysler,200,14800,Affordable
Chrysler,"Town and Country",26000,Affordable
Chrysler,200,6700,Affordable
Chrysler,200,15400,Affordable
Chrysler,"Town and Country",22000,Affordable
Chrysler,200,16100,Affordable
Chrysler,200,15000,Affordable
Chrysler,200,15700,Affordable
Chrysler,200,10500,Affordable
Chrysler,200,16500,Affordable
Chrysler,200,19000,Affordable
Chrysler,200,21250,Affordable
Chrysler,"Town and Country",15500,Affordable
Chrysler,"Town and Country",22500,Affordable
Chrysler,200,5000,Affordable
Chrysler,200,14600,Affordable
Chrysler,200,15000,Affordable
Chrysler,200,14900,Affordable
Chrysler,"Town and Country",5100,Affordable
Chrysler,200,19500,Affordable
Chrysler,200,22750,Affordable
Chrysler,200,15800,Affordable
Chrysler,200,13800,Affordable
Chrysler,200,20100,Affordable
Chrysler,200,23100,Affordable
Chrysler,200,17400,Affordable
Chrysler,200,15500,Affordable
Chrysler,200,16000,Affordable
Chrysler,200,15800,Affordable
Chrysler,200,23300,Affordable
Chrysler,200,16600,Affordable
Chrysler,200,16300,Affordable
Chrysler,200,11400,Affordable
Chrysler,200,22100,Affordable
